yourlist:M20170427F725F458AC8690F874DD868E4ED79B88B1B347L	isomap:M20170427F725F458AC8690F874DD868E4ED79B88B1B347L	Entry	Entry name		Protein names	Gene names	Organism	Length
RNASEL		Q05823	RN5A_HUMAN	reviewed	2-5A-dependent ribonuclease (2-5A-dependent RNase) (EC 3.1.26.-) (Ribonuclease 4) (Ribonuclease L) (RNase L)	RNASEL RNS4	Homo sapiens (Human)	741
RNASEL		Q1RLL8	Q1RLL8_HUMAN	unreviewed	Ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)	RNASEL	Homo sapiens (Human)	741
ROCK1		A0A0U1RQV4	A0A0U1RQV4_HUMAN	unreviewed	Rho-associated protein kinase 1	ROCK1	Homo sapiens (Human)	1137
ROCK1		D9ZGF8	D9ZGF8_HUMAN	unreviewed	Rho-associated protein kinase (EC 2.7.11.1)	ROCK1	Homo sapiens (Human)	1354
ROCK1		J3KRH6	J3KRH6_HUMAN	unreviewed	Rho-associated protein kinase 1 (Fragment)	ROCK1	Homo sapiens (Human)	99
ROCK1		Q13464	ROCK1_HUMAN	reviewed	Rho-associated protein kinase 1 (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-35) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I) (ROCK-I) (p160 ROCK-1) (p160ROCK)	ROCK1	Homo sapiens (Human)	1354
ROCK1		Q49AA3	Q49AA3_HUMAN	unreviewed	ROCK1 protein	ROCK1	Homo sapiens (Human)	118
SAT1		A6NJE6	A6NJE6_HUMAN	unreviewed	Diamine acetyltransferase 1	SAT1	Homo sapiens (Human)	150
SAT1		A6NM56	A6NM56_HUMAN	unreviewed	Diamine acetyltransferase 1	SAT1	Homo sapiens (Human)	120
SAT1		E9PD37	E9PD37_HUMAN	unreviewed	Diamine acetyltransferase 1	SAT1	Homo sapiens (Human)	143
SAT1		P21673	SAT1_HUMAN	reviewed	Diamine acetyltransferase 1 (EC 2.3.1.57) (Polyamine N-acetyltransferase 1) (Putrescine acetyltransferase) (Spermidine/spermine N(1)-acetyltransferase 1) (SSAT) (SSAT-1)	SAT1 SAT	Homo sapiens (Human)	171
SAT1		Q9H2B4	S26A1_HUMAN	reviewed	Sulfate anion transporter 1 (SAT-1) (Solute carrier family 26 member 1)	SLC26A1 SAT1	Homo sapiens (Human)	701
SAT1		Q9H2H9	S38A1_HUMAN	reviewed	Sodium-coupled neutral amino acid transporter 1 (Amino acid transporter A1) (N-system amino acid transporter 2) (Solute carrier family 38 member 1) (System A amino acid transporter 1) (System N amino acid transporter 1)	SLC38A1 ATA1 NAT2 SAT1 SNAT1	Homo sapiens (Human)	487
SATB1		A0A024R2H1	A0A024R2H1_HUMAN	unreviewed	DNA-binding protein SATB (Special AT-rich sequence-binding protein)	SATB1 hCG_26781	Homo sapiens (Human)	763
SATB1		A0A087WW22	A0A087WW22_HUMAN	unreviewed	DNA-binding protein SATB1	SATB1	Homo sapiens (Human)	138
SATB1		A0A087WW75	A0A087WW75_HUMAN	unreviewed	DNA-binding protein SATB1 (Fragment)	SATB1	Homo sapiens (Human)	166
SATB1		A0A0B6XK52	A0A0B6XK52_HUMAN	unreviewed	SATB homeobox 1 (Fragment)	SATB1	Homo sapiens (Human)	14
SATB1		A0A1D5RMP0	A0A1D5RMP0_HUMAN	unreviewed	DNA-binding protein SATB1 (Fragment)	SATB1	Homo sapiens (Human)	8
SATB1		C9IZC5	C9IZC5_HUMAN	unreviewed	DNA-binding protein SATB1 (Fragment)	SATB1	Homo sapiens (Human)	172
SATB1		C9J3I0	C9J3I0_HUMAN	unreviewed	DNA-binding protein SATB1 (Fragment)	SATB1	Homo sapiens (Human)	70
SATB1		C9J7F3	C9J7F3_HUMAN	unreviewed	DNA-binding protein SATB1 (Fragment)	SATB1	Homo sapiens (Human)	129
SATB1		C9JGL9	C9JGL9_HUMAN	unreviewed	DNA-binding protein SATB1 (Fragment)	SATB1	Homo sapiens (Human)	166
SATB1		C9JLL5	C9JLL5_HUMAN	unreviewed	DNA-binding protein SATB1 (Fragment)	SATB1	Homo sapiens (Human)	116
SATB1		C9JP21	C9JP21_HUMAN	unreviewed	DNA-binding protein SATB1 (Fragment)	SATB1	Homo sapiens (Human)	224
SATB1		H0YN86	H0YN86_HUMAN	unreviewed	DNA-binding protein SATB1	SATB1	Homo sapiens (Human)	82
SATB1		Q01826	SATB1_HUMAN	reviewed	DNA-binding protein SATB1 (Special AT-rich sequence-binding protein 1)	SATB1	Homo sapiens (Human)	763
SC5DL		A0A024R3G4	A0A024R3G4_HUMAN	unreviewed	Sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, fungal)-like, isoform CRA_b	SC5DL hCG_1641241	Homo sapiens (Human)	299
SC5DL		O75845	SC5D_HUMAN	reviewed	Lathosterol oxidase (EC 1.14.19.20) (C-5 sterol desaturase) (Delta(7)-sterol 5-desaturase) (Delta(7)-sterol C5(6)-desaturase) (Lathosterol 5-desaturase) (Sterol-C5-desaturase)	SC5D SC5DL	Homo sapiens (Human)	299
SLC20A1		A7LNJ1	A7LNJ1_HUMAN	unreviewed	Phosphate transporter	SLC20A1 hCG_15749	Homo sapiens (Human)	679
SLC20A1		H7BZK4	H7BZK4_HUMAN	unreviewed	Sodium-dependent phosphate transporter 1 (Fragment)	SLC20A1	Homo sapiens (Human)	213
SLC20A1		H7BZY1	H7BZY1_HUMAN	unreviewed	Sodium-dependent phosphate transporter 1 (Fragment)	SLC20A1	Homo sapiens (Human)	89
SLC20A1		H7C227	H7C227_HUMAN	unreviewed	Sodium-dependent phosphate transporter 1 (Fragment)	SLC20A1	Homo sapiens (Human)	98
SLC20A1		H7C3Q9	H7C3Q9_HUMAN	unreviewed	Sodium-dependent phosphate transporter 1 (Fragment)	SLC20A1	Homo sapiens (Human)	115
SLC20A1		Q8WUM9	S20A1_HUMAN	reviewed	Sodium-dependent phosphate transporter 1 (Gibbon ape leukemia virus receptor 1) (GLVR-1) (Leukemia virus receptor 1 homolog) (Phosphate transporter 1) (PiT-1) (Solute carrier family 20 member 1)	SLC20A1 GLVR1 PIT1	Homo sapiens (Human)	679
SMAD7		K7EKF0	K7EKF0_HUMAN	unreviewed	Mothers against decapentaplegic homolog 7 (Fragment)	SMAD7	Homo sapiens (Human)	158
SMAD7		O15105	SMAD7_HUMAN	reviewed	Mothers against decapentaplegic homolog 7 (MAD homolog 7) (Mothers against DPP homolog 7) (Mothers against decapentaplegic homolog 8) (MAD homolog 8) (Mothers against DPP homolog 8) (SMAD family member 7) (SMAD 7) (Smad7) (hSMAD7)	SMAD7 MADH7 MADH8	Homo sapiens (Human)	426
SOD1		A1YYW4	A1YYW4_HUMAN	unreviewed	Superoxide dismutase 1 (Fragment)	SOD1	Homo sapiens (Human)	36
SOD1		H7BYH4	H7BYH4_HUMAN	unreviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	SOD1	Homo sapiens (Human)	135
SOD1		L8E9E6	L8E9E6_HUMAN	unreviewed	Alternative protein SOD1	SOD1	Homo sapiens (Human)	44
SOD1		P00441	SODC_HUMAN	reviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1)	SOD1	Homo sapiens (Human)	154
SOD1		X5CHU1	X5CHU1_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	35
SOD1		X5CN18	X5CN18_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	35
SOD1		X5CQ60	X5CQ60_HUMAN	unreviewed	Truncated superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	10
SOD1		X5D3F9	X5D3F9_HUMAN	unreviewed	Truncated superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	8
SOD1		X5D3G4	X5D3G4_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	32
SOD1		X5D5A9	X5D5A9_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	39
SOD2		A0A0C4DFU1	A0A0C4DFU1_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1)	SOD2	Homo sapiens (Human)	183
SOD2		A0A0C4DFU2	A0A0C4DFU2_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1)	SOD2	Homo sapiens (Human)	222
SOD2		A0A0C4DG56	A0A0C4DG56_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1)	SOD2	Homo sapiens (Human)	162
SOD2		F5GXZ9	F5GXZ9_HUMAN	unreviewed	Superoxide dismutase [Mn], mitochondrial	SOD2	Homo sapiens (Human)	141
SOD2		F5GYZ5	F5GYZ5_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD2	Homo sapiens (Human)	190
SOD2		F5H3C5	F5H3C5_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD2	Homo sapiens (Human)	111
SOD2		F5H4R2	F5H4R2_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD2	Homo sapiens (Human)	183
SOD2		G5E9P6	G5E9P6_HUMAN	unreviewed	Superoxide dismutase 2, mitochondrial, isoform CRA_a (Superoxide dismutase [Mn], mitochondrial)	SOD2 hCG_34035	Homo sapiens (Human)	140
SOD2		G8JLJ2	G8JLJ2_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD2	Homo sapiens (Human)	61
SOD2		P04179	SODM_HUMAN	reviewed	Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)	SOD2	Homo sapiens (Human)	222
SOD2		Q4ZJI1	Q4ZJI1_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD2	Homo sapiens (Human)	212
SOD2		Q6LE88	Q6LE88_HUMAN	unreviewed	Manganese superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD2	Homo sapiens (Human)	75
SOD2		Q71UR9	Q71UR9_HUMAN	unreviewed	Manganese superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD2	Homo sapiens (Human)	8
SOD2		Q7Z7M4	Q7Z7M4_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD2	Homo sapiens (Human)	213
SOD2		Q7Z7M5	Q7Z7M5_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD2	Homo sapiens (Human)	209
SOD2		Q7Z7M6	Q7Z7M6_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD2	Homo sapiens (Human)	210
SOD2		Q7Z7M7	Q7Z7M7_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD2	Homo sapiens (Human)	213
SPTAN1		A0A024R889	A0A024R889_HUMAN	unreviewed	Spectrin, alpha, non-erythrocytic 1 (Alpha-fodrin), isoform CRA_g	SPTAN1 hCG_41038	Homo sapiens (Human)	2452
SPTAN1		A0A0D9SF54	A0A0D9SF54_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	Homo sapiens (Human)	2457
SPTAN1		A0A0D9SFF6	A0A0D9SFF6_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	153
SPTAN1		A0A0D9SFH4	A0A0D9SFH4_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	68
SPTAN1		A0A0D9SGF6	A0A0D9SGF6_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	Homo sapiens (Human)	2498
SPTAN1		A0A1B0GTB7	A0A1B0GTB7_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	22
SPTAN1		A0A1B0GTD1	A0A1B0GTD1_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	28
SPTAN1		A0A1B0GUH3	A0A1B0GUH3_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	47
SPTAN1		A0A1B0GUN2	A0A1B0GUN2_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	25
SPTAN1		A0A1B0GV13	A0A1B0GV13_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	103
SPTAN1		A0A1B0GW19	A0A1B0GW19_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	11
SPTAN1		A0A1B0GWE2	A0A1B0GWE2_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	12
SPTAN1		Q13813	SPTN1_HUMAN	reviewed	Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)	SPTAN1 NEAS SPTA2	Homo sapiens (Human)	2472
SPTAN1		Q14917	Q14917_HUMAN	unreviewed	SPTAN1 protein (Fragment)	SPTAN1	Homo sapiens (Human)	475
SQSTM1		C9J6J8	C9J6J8_HUMAN	unreviewed	Sequestosome-1	SQSTM1	Homo sapiens (Human)	73
SQSTM1		C9JRJ8	C9JRJ8_HUMAN	unreviewed	Sequestosome-1 (Fragment)	SQSTM1	Homo sapiens (Human)	140
SQSTM1		D6RBF1	D6RBF1_HUMAN	unreviewed	Sequestosome-1	SQSTM1	Homo sapiens (Human)	69
SQSTM1		E3W990	E3W990_HUMAN	unreviewed	Sequestosome-1 (Fragment)	SQSTM1	Homo sapiens (Human)	190
SQSTM1		E7EMC7	E7EMC7_HUMAN	unreviewed	Sequestosome-1	SQSTM1	Homo sapiens (Human)	378
SQSTM1		E9PFW8	E9PFW8_HUMAN	unreviewed	Sequestosome-1 (Fragment)	SQSTM1	Homo sapiens (Human)	167
SQSTM1		Q13501	SQSTM_HUMAN	reviewed	Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62)	SQSTM1 ORCA OSIL	Homo sapiens (Human)	440
TAP1		A0A0S2Z4R8	A0A0S2Z4R8_HUMAN	unreviewed	Transporter 1 ATP-binding cassette sub-family B isoform 2 (Fragment)	TAP1	Homo sapiens (Human)	323
TAP1		A0A0S2Z5A6	A0A0S2Z5A6_HUMAN	unreviewed	Transporter 1 ATP-binding cassette sub-family B isoform 1 (Fragment)	TAP1	Homo sapiens (Human)	808
TAP1		A0A140T9T7	A0A140T9T7_HUMAN	unreviewed	Antigen peptide transporter 1	TAP1	Homo sapiens (Human)	808
TAP1		L8E792	L8E792_HUMAN	unreviewed	Alternative protein TAP1	TAP1	Homo sapiens (Human)	131
TAP1		Q03518	TAP1_HUMAN	reviewed	Antigen peptide transporter 1 (APT1) (ATP-binding cassette sub-family B member 2) (Peptide supply factor 1) (Peptide transporter PSF1) (PSF-1) (Peptide transporter TAP1) (Peptide transporter involved in antigen processing 1) (Really interesting new gene 4 protein)	TAP1 ABCB2 PSF1 RING4 Y3	Homo sapiens (Human)	808
TAP1		Q12847	Q12847_HUMAN	unreviewed	TAP1 (Fragment)	TAP1	Homo sapiens (Human)	45
TAP1		Q12848	Q12848_HUMAN	unreviewed	TAP1 (Fragment)	TAP1	Homo sapiens (Human)	68
TAP1		Q13013	Q13013_HUMAN	unreviewed	TAP1 protein (Fragment)	TAP1	Homo sapiens (Human)	44
TAP1		Q16148	Q16148_HUMAN	unreviewed	TAP1 protein (Fragment)	TAP1	Homo sapiens (Human)	33
TAP1		Q53WZ1	Q53WZ1_HUMAN	unreviewed	TAP1 protein (Fragment)	TAP1	Homo sapiens (Human)	33
TAP1		Q69DM1	Q69DM1_HUMAN	unreviewed	Transporter 1 (Fragment)	TAP1	Homo sapiens (Human)	31
TAP1		Q6QWC0	Q6QWC0_HUMAN	unreviewed	TAP1	TAP1	Homo sapiens (Human)	748
TAP1		Q6QWC1	Q6QWC1_HUMAN	unreviewed	TAP1	TAP1	Homo sapiens (Human)	748
TAP1		Q8TD77	Q8TD77_HUMAN	unreviewed	TAP1 (Fragment)	TAP1	Homo sapiens (Human)	45
TAP1		X5CKB3	X5CKB3_HUMAN	unreviewed	TAP1	TAP1	Homo sapiens (Human)	748
TGFB2		P61812	TGFB2_HUMAN	reviewed	Transforming growth factor beta-2 (TGF-beta-2) (BSC-1 cell growth inhibitor) (Cetermin) (Glioblastoma-derived T-cell suppressor factor) (G-TSF) (Polyergin) [Cleaved into: Latency-associated peptide (LAP)]	TGFB2	Homo sapiens (Human)	414
TGFBR3		A0A0A8KWK3	A0A0A8KWK3_HUMAN	unreviewed	Transforming growth factor, beta receptor III (Transforming growth factor, beta receptor III (Betaglycan, 300kDa), isoform CRA_b)	TGFBR3 hCG_21711	Homo sapiens (Human)	850
TGFBR3		E9PAW7	E9PAW7_HUMAN	unreviewed	Transforming growth factor beta receptor type 3 (Fragment)	TGFBR3	Homo sapiens (Human)	35
TGFBR3		E9PKY4	E9PKY4_HUMAN	unreviewed	Transforming growth factor beta receptor type 3	TGFBR3	Homo sapiens (Human)	89
TGFBR3		E9PMG7	E9PMG7_HUMAN	unreviewed	Transforming growth factor beta receptor type 3	TGFBR3	Homo sapiens (Human)	49
TGFBR3		Q03167	TGBR3_HUMAN	reviewed	Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III)	TGFBR3	Homo sapiens (Human)	851
TIMP1		H0Y789	H0Y789_HUMAN	unreviewed	Metalloproteinase inhibitor 1 (Fragment)	TIMP1	Homo sapiens (Human)	165
TIMP1		P01033	TIMP1_HUMAN	reviewed	Metalloproteinase inhibitor 1 (Erythroid-potentiating activity) (EPA) (Fibroblast collagenase inhibitor) (Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 1) (TIMP-1)	TIMP1 CLGI TIMP	Homo sapiens (Human)	207
TIMP1		Q58P21	Q58P21_HUMAN	unreviewed	Tissue inhibitor of metalloproteinase 1 (Fragment)	TIMP1	Homo sapiens (Human)	188
TIMP1		Q5H9A7	Q5H9A7_HUMAN	unreviewed	Metalloproteinase inhibitor 1	TIMP1	Homo sapiens (Human)	143
TIMP1		Q5H9B4	Q5H9B4_HUMAN	unreviewed	Metalloproteinase inhibitor 1 (Fragment)	TIMP1	Homo sapiens (Human)	95
TIMP1		Q5H9B5	Q5H9B5_HUMAN	unreviewed	Metalloproteinase inhibitor 1	TIMP1	Homo sapiens (Human)	136
TIMP1		Q6FGX5	Q6FGX5_HUMAN	unreviewed	TIMP metallopeptidase inhibitor 1, isoform CRA_a (TIMP1 protein) (cDNA, FLJ92204, Homo sapiens tissue inhibitor of metalloproteinase 1 (erythroidpotentiating activity, collagenase inhibitor) (TIMP1), mRNA)	TIMP1 hCG_29141	Homo sapiens (Human)	207
TIMP2		A0A024R8V7	A0A024R8V7_HUMAN	unreviewed	TIMP metallopeptidase inhibitor 2, isoform CRA_b	TIMP2 hCG_95573	Homo sapiens (Human)	179
TIMP2		B4DFW2	B4DFW2_HUMAN	unreviewed	Metalloproteinase inhibitor 2 (TIMP metallopeptidase inhibitor 2, isoform CRA_c) (cDNA FLJ57920, highly similar to Metalloproteinase inhibitor 2)	TIMP2 hCG_95573	Homo sapiens (Human)	143
TIMP2		K7EIX4	K7EIX4_HUMAN	unreviewed	Metalloproteinase inhibitor 2	TIMP2	Homo sapiens (Human)	109
TIMP2		P16035	TIMP2_HUMAN	reviewed	Metalloproteinase inhibitor 2 (CSC-21K) (Tissue inhibitor of metalloproteinases 2) (TIMP-2)	TIMP2	Homo sapiens (Human)	220
TIMP3		P35625	TIMP3_HUMAN	reviewed	Metalloproteinase inhibitor 3 (Protein MIG-5) (Tissue inhibitor of metalloproteinases 3) (TIMP-3)	TIMP3	Homo sapiens (Human)	211
TNF		A0A0G2YPN5	A0A0G2YPN5_HUMAN	unreviewed	Tumor necrosis factor (Fragment)	TNF	Homo sapiens (Human)	62
TNF		A0A140T922	A0A140T922_HUMAN	unreviewed	Tumor necrosis factor (Fragment)	TNF	Homo sapiens (Human)	171
TNF		B5BUQ6	B5BUQ6_HUMAN	unreviewed	Tumor necrosis factor alpha (Fragment)	TNF	Homo sapiens (Human)	157
TNF		C1K3N5	C1K3N5_HUMAN	unreviewed	Tumor necrosis factor alpha (Fragment)	TNF	Homo sapiens (Human)	232
TNF		P01375	TNFA_HUMAN	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Homo sapiens (Human)	233
TNF		Q5STB3	Q5STB3_HUMAN	unreviewed	TNFA protein (Tumor necrosis factor) (Tumor necrosis factor (TNF superfamily, member 2)) (Tumor necrosis factor ligand 1F) (Tumor necrosis factor-alpha) (cDNA, FLJ95875, Homo sapiens tumor necrosis factor (TNF superfamily, member 2)(TNF), mRNA)	TNF TNFA TNLG1F hCG_43716	Homo sapiens (Human)	233
TNFRSF12A		I3L0S4	I3L0S4_HUMAN	unreviewed	Tumor necrosis factor receptor superfamily member 12A	TNFRSF12A	Homo sapiens (Human)	94
TNFRSF12A		I3L1J9	I3L1J9_HUMAN	unreviewed	Tumor necrosis factor receptor superfamily member 12A	TNFRSF12A	Homo sapiens (Human)	80
TNFRSF12A		I3L3P4	I3L3P4_HUMAN	unreviewed	Tumor necrosis factor receptor superfamily member 12A	TNFRSF12A	Homo sapiens (Human)	226
TNFRSF12A		I3L539	I3L539_HUMAN	unreviewed	Tumor necrosis factor receptor superfamily member 12A (Fragment)	TNFRSF12A	Homo sapiens (Human)	47
TNFRSF12A		Q9NP84	TNR12_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 12A (Fibroblast growth factor-inducible immediate-early response protein 14) (FGF-inducible 14) (Tweak-receptor) (TweakR) (CD antigen CD266)	TNFRSF12A FN14	Homo sapiens (Human)	129
TNFSF10		H7C246	H7C246_HUMAN	unreviewed	Tumor necrosis factor ligand superfamily member 10 (Fragment)	TNFSF10	Homo sapiens (Human)	74
TNFSF10		P50591	TNF10_HUMAN	reviewed	Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253)	TNFSF10 APO2L TRAIL	Homo sapiens (Human)	281
TNFSF10		Q6IBA9	Q6IBA9_HUMAN	unreviewed	TNFSF10 protein (Tumor necrosis factor (Ligand) family, member 10) (Tumor necrosis factor (Ligand) superfamily, member 10) (Tumor necrosis factor (Ligand) superfamily, member 10, isoform CRA_a) (cDNA, FLJ93150, Homo sapiens tumor necrosis factor (ligand) superfamily, member 10(TNFSF10), mRNA)	TNFSF10 hCG_20249	Homo sapiens (Human)	281
TNFSF10		Q6JSD9	Q6JSD9_HUMAN	unreviewed	Chemokine tumor necrosis factor ligand superfamily member 10 (Fragment)	TNFSF10	Homo sapiens (Human)	63
TOP2A		J3KTB7	J3KTB7_HUMAN	unreviewed	DNA topoisomerase 2 (EC 5.99.1.3) (Fragment)	TOP2A	Homo sapiens (Human)	147
TOP2A		J3QR57	J3QR57_HUMAN	unreviewed	DNA topoisomerase 2-alpha (Fragment)	TOP2A	Homo sapiens (Human)	27
TOP2A		P11388	TOP2A_HUMAN	reviewed	DNA topoisomerase 2-alpha (EC 5.99.1.3) (DNA topoisomerase II, alpha isozyme)	TOP2A TOP2	Homo sapiens (Human)	1531
TSPO		B1AH87	B1AH87_HUMAN	unreviewed	Putative peripheral benzodiazepine receptor-related protein (Fragment)	TSPO	Homo sapiens (Human)	107
TSPO		B1AH88	TSPOB_HUMAN	reviewed	Putative peripheral benzodiazepine receptor-related protein	TSPO PBRS	Homo sapiens (Human)	102
TSPO		J3QLD3	J3QLD3_HUMAN	unreviewed	Putative peripheral benzodiazepine receptor-related protein	TSPO	Homo sapiens (Human)	65
TSPO		P30536	TSPO_HUMAN	reviewed	Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR)	TSPO BZRP MBR	Homo sapiens (Human)	169
TXNIP		A0A024R4B7	A0A024R4B7_HUMAN	unreviewed	Thioredoxin interacting protein, isoform CRA_a	TXNIP hCG_37372	Homo sapiens (Human)	391
TXNIP		B1ALI9	B1ALI9_HUMAN	unreviewed	Thioredoxin interacting protein (Fragment)	TXNIP RP11-315I20.4-002	Homo sapiens (Human)	304
TXNIP		L8E7V6	L8E7V6_HUMAN	unreviewed	Alternative protein TXNIP	TXNIP	Homo sapiens (Human)	55
TXNIP		Q9H3M7	TXNIP_HUMAN	reviewed	Thioredoxin-interacting protein (Thioredoxin-binding protein 2) (Vitamin D3 up-regulated protein 1)	TXNIP VDUP1	Homo sapiens (Human)	391
VDAC2		A0A024QZN9	A0A024QZN9_HUMAN	unreviewed	Voltage-dependent anion channel 2, isoform CRA_a	VDAC2 hCG_23984	Homo sapiens (Human)	319
VDAC2		A0A024QZT0	A0A024QZT0_HUMAN	unreviewed	Voltage-dependent anion channel 2, isoform CRA_c	VDAC2 hCG_23984	Homo sapiens (Human)	294
VDAC2		A0A0A0MR02	A0A0A0MR02_HUMAN	unreviewed	Voltage-dependent anion-selective channel protein 2 (Fragment)	VDAC2	Homo sapiens (Human)	282
VDAC2		A2A3S1	A2A3S1_HUMAN	unreviewed	Voltage-dependent anion-selective channel protein 2 (Fragment)	VDAC2	Homo sapiens (Human)	109
VDAC2		P45880	VDAC2_HUMAN	reviewed	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2)	VDAC2	Homo sapiens (Human)	294
VDAC2		Q5JSD1	Q5JSD1_HUMAN	unreviewed	Voltage-dependent anion-selective channel protein 2 (Fragment)	VDAC2	Homo sapiens (Human)	204
VDAC2		Q5JSD2	Q5JSD2_HUMAN	unreviewed	Voltage-dependent anion-selective channel protein 2 (Fragment)	VDAC2	Homo sapiens (Human)	194
WEE1		E9PQ51	E9PQ51_HUMAN	unreviewed	Wee1-like protein kinase (Fragment)	WEE1	Homo sapiens (Human)	162
WEE1		E9PRI3	E9PRI3_HUMAN	unreviewed	Wee1-like protein kinase (Fragment)	WEE1	Homo sapiens (Human)	99
WEE1		E9PRU3	E9PRU3_HUMAN	unreviewed	Wee1-like protein kinase (Fragment)	WEE1	Homo sapiens (Human)	214
WEE1		H0YEJ2	H0YEJ2_HUMAN	unreviewed	Wee1-like protein kinase (Fragment)	WEE1	Homo sapiens (Human)	145
WEE1		P30291	WEE1_HUMAN	reviewed	Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase)	WEE1	Homo sapiens (Human)	646
WEE1		Q6NSL2	Q6NSL2_HUMAN	unreviewed	Wee1-like protein kinase (EC 2.7.10.2)	WEE1	Homo sapiens (Human)	646
WEE1		Q86V29	Q86V29_HUMAN	unreviewed	Wee1-like protein kinase (EC 2.7.10.2)	WEE1	Homo sapiens (Human)	646
