yourlist:M20170427AAFB7E4D2F1D05654627429E83DA5CCEB41A64P	isomap:M20170427AAFB7E4D2F1D05654627429E83DA5CCEB41A64P	Entry	Entry name		Protein names	Gene names	Organism	Length
NCK1		C9K098	C9K098_HUMAN	unreviewed	Cytoplasmic protein NCK1 (Fragment)	NCK1	Homo sapiens (Human)	115
NCK1		H7C5C7	H7C5C7_HUMAN	unreviewed	Cytoplasmic protein NCK1 (Fragment)	NCK1	Homo sapiens (Human)	141
NCK1		P16333	NCK1_HUMAN	reviewed	Cytoplasmic protein NCK1 (NCK adaptor protein 1) (Nck-1) (SH2/SH3 adaptor protein NCK-alpha)	NCK1 NCK	Homo sapiens (Human)	377
NCK2		A0A0S2Z4M6	A0A0S2Z4M6_HUMAN	unreviewed	NCK adaptor protein 2 isoform 1 (Fragment)	NCK2	Homo sapiens (Human)	380
NCK2		E7EPF5	E7EPF5_HUMAN	unreviewed	Cytoplasmic protein NCK2 (Fragment)	NCK2	Homo sapiens (Human)	144
NCK2		E7ERP6	E7ERP6_HUMAN	unreviewed	Cytoplasmic protein NCK2 (NCK adaptor protein 2 isoform 2)	NCK2	Homo sapiens (Human)	83
NCK2		E9PEE2	E9PEE2_HUMAN	unreviewed	Cytoplasmic protein NCK2 (Fragment)	NCK2	Homo sapiens (Human)	110
NCK2		O43639	NCK2_HUMAN	reviewed	Cytoplasmic protein NCK2 (Growth factor receptor-bound protein 4) (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta)	NCK2 GRB4	Homo sapiens (Human)	380
NCK2		Q53T91	Q53T91_HUMAN	unreviewed	Putative uncharacterized protein NCK2 (Fragment)	NCK2	Homo sapiens (Human)	75
NCK2		Q53TG4	Q53TG4_HUMAN	unreviewed	Putative uncharacterized protein NCK2 (Fragment)	NCK2	Homo sapiens (Human)	304
NDC80		A8K031	A8K031_HUMAN	unreviewed	Kinetochore associated 2, isoform CRA_a (NDC80 homolog, kinetochore complex component (S. cerevisiae)) (cDNA FLJ77925, highly similar to Homo sapiens kinetochore associated 2, mRNA) (cDNA, FLJ93683, Homo sapiens kinetochore associated 2 (KNTC2), mRNA)	KNTC2 NDC80 hCG_38410	Homo sapiens (Human)	642
NDC80		I3L0P0	I3L0P0_HUMAN	unreviewed	Kinetochore protein NDC80 homolog (Fragment)	NDC80	Homo sapiens (Human)	32
NDC80		I3L4G3	I3L4G3_HUMAN	unreviewed	Kinetochore protein NDC80 homolog (Fragment)	NDC80	Homo sapiens (Human)	141
NDC80		O14777	NDC80_HUMAN	reviewed	Kinetochore protein NDC80 homolog (Highly expressed in cancer protein) (Kinetochore protein Hec1) (HsHec1) (Kinetochore-associated protein 2) (Retinoblastoma-associated protein HEC)	NDC80 HEC HEC1 KNTC2	Homo sapiens (Human)	642
NDC80		Q05DQ6	Q05DQ6_HUMAN	unreviewed	NDC80 protein (Fragment)	NDC80	Homo sapiens (Human)	524
NDC80		V9GYM9	V9GYM9_HUMAN	unreviewed	Kinetochore protein NDC80 homolog (Fragment)	NDC80	Homo sapiens (Human)	168
NEDD9		A0A024QZV9	A0A024QZV9_HUMAN	unreviewed	Neural cell expressed, developmentally down-regulated 9, isoform CRA_a	NEDD9 hCG_36758	Homo sapiens (Human)	834
NEDD9		A0A087WUD2	A0A087WUD2_HUMAN	unreviewed	Enhancer of filamentation 1	NEDD9	Homo sapiens (Human)	685
NEDD9		D6RBQ2	D6RBQ2_HUMAN	unreviewed	Enhancer of filamentation 1 (Fragment)	NEDD9	Homo sapiens (Human)	32
NEDD9		D6RDV1	D6RDV1_HUMAN	unreviewed	Enhancer of filamentation 1	NEDD9	Homo sapiens (Human)	43
NEDD9		D6REP7	D6REP7_HUMAN	unreviewed	Enhancer of filamentation 1 (Fragment)	NEDD9	Homo sapiens (Human)	22
NEDD9		D6RGD7	D6RGD7_HUMAN	unreviewed	Enhancer of filamentation 1 (Fragment)	NEDD9	Homo sapiens (Human)	29
NEDD9		Q14511	CASL_HUMAN	reviewed	Enhancer of filamentation 1 (hEF1) (CRK-associated substrate-related protein) (CAS-L) (CasL) (Cas scaffolding protein family member 2) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (Renal carcinoma antigen NY-REN-12) (p105) [Cleaved into: Enhancer of filamentation 1 p55]	NEDD9 CASL CASS2	Homo sapiens (Human)	834
NEK2		F6U4U2	F6U4U2_HUMAN	unreviewed	Serine/threonine-protein kinase Nek2	NEK2	Homo sapiens (Human)	388
NEK2		P51955	NEK2_HUMAN	reviewed	Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (HSPK 21) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2) (NimA-like protein kinase 1)	NEK2 NEK2A NLK1	Homo sapiens (Human)	445
NET1		P23975	SC6A2_HUMAN	reviewed	Sodium-dependent noradrenaline transporter (Norepinephrine transporter) (NET) (Solute carrier family 6 member 2)	SLC6A2 NAT1 NET1 SLC6A5	Homo sapiens (Human)	617
NET1		Q5SQI5	Q5SQI5_HUMAN	unreviewed	Neuroepithelial cell transforming gene 1, isoform CRA_b (cDNA FLJ50843, highly similar to Neuroepithelial cell-transforming gene 1 protein)	NET1 hCG_19072	Homo sapiens (Human)	596
NET1		Q5SQI6	Q5SQI6_HUMAN	unreviewed	Neuroepithelial cell-transforming gene 1 protein (Fragment)	NET1	Homo sapiens (Human)	160
NET1		Q5SQI7	Q5SQI7_HUMAN	unreviewed	Neuroepithelial cell transforming gene 1, isoform CRA_a (cDNA, FLJ96638, Homo sapiens neuroepithelial cell transforming gene 1 (NET1), mRNA)	NET1 hCG_19072	Homo sapiens (Human)	542
NET1		Q7Z628	ARHG8_HUMAN	reviewed	Neuroepithelial cell-transforming gene 1 protein (Proto-oncogene p65 Net1) (Rho guanine nucleotide exchange factor 8)	NET1 ARHGEF8	Homo sapiens (Human)	596
NET1		Q9Y345	SC6A5_HUMAN	reviewed	Sodium- and chloride-dependent glycine transporter 2 (GlyT-2) (GlyT2) (Solute carrier family 6 member 5)	SLC6A5 GLYT2 NET1	Homo sapiens (Human)	797
NF1		A0A1J0F939	A0A1J0F939_HUMAN	unreviewed	Truncated neurofibromin 1 (Fragment)	NF1	Homo sapiens (Human)	19
NF1		A0A1J0F943	A0A1J0F943_HUMAN	unreviewed	Truncated neurofibromin 1 (Fragment)	NF1	Homo sapiens (Human)	19
NF1		A0A1J0F944	A0A1J0F944_HUMAN	unreviewed	Truncated neurofibromin 1 (Fragment)	NF1	Homo sapiens (Human)	11
NF1		A0A1J0F955	A0A1J0F955_HUMAN	unreviewed	Neurofibromin 1 (Truncated neurofibromin 1) (Fragment)	NF1	Homo sapiens (Human)	63
NF1		H0UIC3	H0UIC3_HUMAN	unreviewed	Neurofibromin 1 (Neurofibromatosis, von Recklinghausen disease, Watson disease), isoform CRA_a	NF1 hCG_1996174	Homo sapiens (Human)	1554
NF1		H0Y465	H0Y465_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	2502
NF1		J3KRT8	J3KRT8_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	206
NF1		J3KSB5	J3KSB5_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	1656
NF1		J3KSX8	J3KSX8_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	206
NF1		J3QLS2	J3QLS2_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	124
NF1		J3QQN8	J3QQN8_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	227
NF1		J3QSG6	J3QSG6_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	640
NF1		K7EID4	K7EID4_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	115
NF1		K7EJE7	K7EJE7_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	13
NF1		K7ENT2	K7ENT2_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	81
NF1		K7EP94	K7EP94_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	117
NF1		P21359	NF1_HUMAN	reviewed	Neurofibromin (Neurofibromatosis-related protein NF-1) [Cleaved into: Neurofibromin truncated]	NF1	Homo sapiens (Human)	2839
NF1		Q4W6X4	Q4W6X4_HUMAN	unreviewed	NF1 (Fragment)	NF1	Homo sapiens (Human)	58
NF1		Q9UMU3	Q9UMU3_HUMAN	unreviewed	Neurofibromin (Fragment)	NF1	Homo sapiens (Human)	20
NIN		A0A0B4J215	A0A0B4J215_HUMAN	unreviewed	Ninein (Fragment)	NIN	Homo sapiens (Human)	140
NIN		C9J066	C9J066_HUMAN	unreviewed	Ninein	NIN	Homo sapiens (Human)	2046
NIN		E9PJH9	E9PJH9_HUMAN	unreviewed	Ninein (Fragment)	NIN	Homo sapiens (Human)	101
NIN		E9PN67	E9PN67_HUMAN	unreviewed	Ninein	NIN	Homo sapiens (Human)	1989
NIN		H0YDJ4	H0YDJ4_HUMAN	unreviewed	Ninein (Fragment)	NIN	Homo sapiens (Human)	1537
NIN		H7C162	H7C162_HUMAN	unreviewed	Ninein (Fragment)	NIN	Homo sapiens (Human)	396
NIN		H9KV85	H9KV85_HUMAN	unreviewed	Ninein (Fragment)	NIN	Homo sapiens (Human)	1581
NIN		Q8N4C6	NIN_HUMAN	reviewed	Ninein (hNinein) (Glycogen synthase kinase 3 beta-interacting protein) (GSK3B-interacting protein)	NIN KIAA1565	Homo sapiens (Human)	2090
NIN		R4GN85	R4GN85_HUMAN	unreviewed	Ninein (Fragment)	NIN	Homo sapiens (Human)	116
NOTCH2		D2WEZ3	D2WEZ3_HUMAN	unreviewed	Neurogenic locus notch homolog protein 2 (Neurogenic locus notch-like protein 2)	NOTCH2	Homo sapiens (Human)	863
NOTCH2		Q04721	NOTC2_HUMAN	reviewed	Neurogenic locus notch homolog protein 2 (Notch 2) (hN2) [Cleaved into: Notch 2 extracellular truncation (N2ECD); Notch 2 intracellular domain (N2ICD)]	NOTCH2	Homo sapiens (Human)	2471
NOTCH2		Q6IQ50	Q6IQ50_HUMAN	unreviewed	NOTCH2 protein	NOTCH2	Homo sapiens (Human)	1235
NOTCH2		R4GN02	R4GN02_HUMAN	unreviewed	Neurogenic locus notch homolog protein 2	NOTCH2	Homo sapiens (Human)	235
NUMA1		A0A024R5G4	A0A024R5G4_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1, isoform CRA_c (Fragment)	NUMA1 hCG_2017131	Homo sapiens (Human)	1536
NUMA1		A0A024R5M9	A0A024R5M9_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1, isoform CRA_a	NUMA1 hCG_2017131	Homo sapiens (Human)	2101
NUMA1		A0A087WY61	A0A087WY61_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1	NUMA1	Homo sapiens (Human)	2099
NUMA1		F5GWA2	F5GWA2_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	61
NUMA1		F5GWK2	F5GWK2_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	72
NUMA1		F5GZW1	F5GZW1_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	146
NUMA1		F5H068	F5H068_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	82
NUMA1		F5H073	F5H073_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	75
NUMA1		F5H0Z7	F5H0Z7_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	201
NUMA1		F5H1L0	F5H1L0_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	109
NUMA1		F5H2F3	F5H2F3_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	159
NUMA1		F5H3L6	F5H3L6_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	174
NUMA1		F5H4J1	F5H4J1_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	851
NUMA1		F5H4Y4	F5H4Y4_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	59
NUMA1		F5H6Y5	F5H6Y5_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	691
NUMA1		F5H763	F5H763_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	220
NUMA1		F5H7R5	F5H7R5_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	56
NUMA1		F8W6T3	F8W6T3_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	91
NUMA1		G1UI36	G1UI36_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	158
NUMA1		H0YFY6	H0YFY6_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	964
NUMA1		K4DIE0	K4DIE0_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	353
NUMA1		Q14980	NUMA1_HUMAN	reviewed	Nuclear mitotic apparatus protein 1 (NuMA protein) (Nuclear matrix protein-22) (NMP-22) (SP-H antigen)	NUMA1 NMP22 NUMA	Homo sapiens (Human)	2115
NUMA1		Q3SYK8	Q3SYK8_HUMAN	unreviewed	NUMA1 protein (Fragment)	NUMA1	Homo sapiens (Human)	691
NUMA1		Q9UNL7	Q9UNL7_HUMAN	unreviewed	Nuclear mitotic apparatus protein 1 (Fragment)	NUMA1	Homo sapiens (Human)	294
NUSAP1		H0YKA7	H0YKA7_HUMAN	unreviewed	Nucleolar and spindle-associated protein 1	NUSAP1	Homo sapiens (Human)	76
NUSAP1		H0YM18	H0YM18_HUMAN	unreviewed	Nucleolar and spindle-associated protein 1 (Fragment)	NUSAP1	Homo sapiens (Human)	68
NUSAP1		H0YMD2	H0YMD2_HUMAN	unreviewed	Nucleolar and spindle-associated protein 1 (Fragment)	NUSAP1	Homo sapiens (Human)	144
NUSAP1		Q9BXS6	NUSAP_HUMAN	reviewed	Nucleolar and spindle-associated protein 1 (NuSAP)	NUSAP1 ANKT BM-037 PRO0310	Homo sapiens (Human)	441
OPHN1		O60890	OPHN1_HUMAN	reviewed	Oligophrenin-1	OPHN1	Homo sapiens (Human)	802
OPHN1		Q7Z2H1	Q7Z2H1_HUMAN	unreviewed	Oligophrenin 1 (Fragment)	OPHN1	Homo sapiens (Human)	53
PAFAH1B1		I3L384	I3L384_HUMAN	unreviewed	Platelet-activating factor acetylhydrolase IB subunit alpha	PAFAH1B1	Homo sapiens (Human)	14
PAFAH1B1		I3L3N5	I3L3N5_HUMAN	unreviewed	Platelet-activating factor acetylhydrolase IB subunit alpha (Fragment)	PAFAH1B1	Homo sapiens (Human)	208
PAFAH1B1		I3L495	I3L495_HUMAN	unreviewed	Platelet-activating factor acetylhydrolase IB subunit alpha (Fragment)	PAFAH1B1	Homo sapiens (Human)	82
PAFAH1B1		P43034	LIS1_HUMAN	reviewed	Platelet-activating factor acetylhydrolase IB subunit alpha (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)	PAFAH1B1 LIS1 MDCR MDS PAFAHA	Homo sapiens (Human)	410
PALLD		B2RTX2	B2RTX2_HUMAN	unreviewed	Palladin, cytoskeletal associated protein	PALLD hCG_2026123	Homo sapiens (Human)	1106
PALLD		D6R948	D6R948_HUMAN	unreviewed	Palladin (Fragment)	PALLD	Homo sapiens (Human)	28
PALLD		D6R9F5	D6R9F5_HUMAN	unreviewed	Palladin (Fragment)	PALLD	Homo sapiens (Human)	90
PALLD		D6R9Z5	D6R9Z5_HUMAN	unreviewed	Palladin (Fragment)	PALLD	Homo sapiens (Human)	71
PALLD		D6RBB1	D6RBB1_HUMAN	unreviewed	Palladin (Fragment)	PALLD	Homo sapiens (Human)	96
PALLD		D6RBH5	D6RBH5_HUMAN	unreviewed	Palladin (Fragment)	PALLD	Homo sapiens (Human)	83
PALLD		F8WA26	F8WA26_HUMAN	unreviewed	Palladin (Fragment)	PALLD	Homo sapiens (Human)	164
PALLD		H0Y952	H0Y952_HUMAN	unreviewed	Palladin (Fragment)	PALLD	Homo sapiens (Human)	512
PALLD		H0YA05	H0YA05_HUMAN	unreviewed	Palladin (Fragment)	PALLD	Homo sapiens (Human)	160
PALLD		L0R8B3	L0R8B3_HUMAN	unreviewed	Alternative protein PALLD	PALLD	Homo sapiens (Human)	97
PALLD		Q8WX93	PALLD_HUMAN	reviewed	Palladin (SIH002) (Sarcoma antigen NY-SAR-77)	PALLD KIAA0992 CGI-151	Homo sapiens (Human)	1383
PCGF5		Q86SE9	PCGF5_HUMAN	reviewed	Polycomb group RING finger protein 5 (RING finger protein 159)	PCGF5 RNF159	Homo sapiens (Human)	256
PCM1		A2RUU9	A2RUU9_HUMAN	unreviewed	PCM1 protein	PCM1	Homo sapiens (Human)	1859
PCM1		A6NNN6	A6NNN6_HUMAN	unreviewed	Pericentriolar material 1 protein	PCM1	Homo sapiens (Human)	1860
PCM1		B9EIS5	B9EIS5_HUMAN	unreviewed	PCM1 protein	PCM1	Homo sapiens (Human)	2016
PCM1		D3DSQ0	D3DSQ0_HUMAN	unreviewed	Pericentriolar material 1, isoform CRA_a	PCM1 hCG_28254	Homo sapiens (Human)	2024
PCM1		E5RGQ4	E5RGQ4_HUMAN	unreviewed	Pericentriolar material 1 protein (Fragment)	PCM1	Homo sapiens (Human)	408
PCM1		E7ETA6	E7ETA6_HUMAN	unreviewed	Pericentriolar material 1 protein	PCM1	Homo sapiens (Human)	2016
PCM1		E7EV93	E7EV93_HUMAN	unreviewed	Pericentriolar material 1 protein (Fragment)	PCM1	Homo sapiens (Human)	749
PCM1		E9PGW9	E9PGW9_HUMAN	unreviewed	Pericentriolar material 1 protein	PCM1	Homo sapiens (Human)	530
PCM1		H0YBA1	H0YBA1_HUMAN	unreviewed	Pericentriolar material 1 protein (Fragment)	PCM1	Homo sapiens (Human)	764
PCM1		Q15154	PCM1_HUMAN	reviewed	Pericentriolar material 1 protein (PCM-1) (hPCM-1)	PCM1	Homo sapiens (Human)	2024
PCM1		Q9UIS9	MBD1_HUMAN	reviewed	Methyl-CpG-binding domain protein 1 (CXXC-type zinc finger protein 3) (Methyl-CpG-binding protein MBD1) (Protein containing methyl-CpG-binding domain 1)	MBD1 CXXC3 PCM1	Homo sapiens (Human)	605
PCNT		H7C2A3	H7C2A3_HUMAN	unreviewed	Pericentrin (Fragment)	PCNT	Homo sapiens (Human)	228
PCNT		O95613	PCNT_HUMAN	reviewed	Pericentrin (Kendrin) (Pericentrin-B)	PCNT KIAA0402 PCNT2	Homo sapiens (Human)	3336
PCNT		Q8IWJ7	Q8IWJ7_HUMAN	unreviewed	PCNT protein (Fragment)	PCNT	Homo sapiens (Human)	737
PDLIM5		A0A024RDE8	A0A024RDE8_HUMAN	unreviewed	PDZ and LIM domain 5, isoform CRA_c	PDLIM5 hCG_40208	Homo sapiens (Human)	596
PDLIM5		A0A0A0MSP3	A0A0A0MSP3_HUMAN	unreviewed	PDZ and LIM domain protein 5	PDLIM5	Homo sapiens (Human)	271
PDLIM5		A0A0D9SFR4	A0A0D9SFR4_HUMAN	unreviewed	PDZ and LIM domain protein 5 (Fragment)	PDLIM5	Homo sapiens (Human)	176
PDLIM5		A0A0D9SFW3	A0A0D9SFW3_HUMAN	unreviewed	PDZ and LIM domain protein 5	PDLIM5	Homo sapiens (Human)	39
PDLIM5		D6RAA1	D6RAA1_HUMAN	unreviewed	PDZ and LIM domain protein 5	PDLIM5	Homo sapiens (Human)	38
PDLIM5		D6RGG6	D6RGG6_HUMAN	unreviewed	PDZ and LIM domain protein 5	PDLIM5	Homo sapiens (Human)	47
PDLIM5		H0Y8Y3	H0Y8Y3_HUMAN	unreviewed	PDZ and LIM domain protein 5 (Fragment)	PDLIM5	Homo sapiens (Human)	231
PDLIM5		H0Y929	H0Y929_HUMAN	unreviewed	PDZ and LIM domain protein 5 (Fragment)	PDLIM5	Homo sapiens (Human)	85
PDLIM5		H0YBI4	H0YBI4_HUMAN	unreviewed	PDZ and LIM domain protein 5 (Fragment)	PDLIM5	Homo sapiens (Human)	196
PDLIM5		Q96HC4	PDLI5_HUMAN	reviewed	PDZ and LIM domain protein 5 (Enigma homolog) (Enigma-like PDZ and LIM domains protein)	PDLIM5 ENH L9	Homo sapiens (Human)	596
PIF1		Q9H611	PIF1_HUMAN	reviewed	ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1) (PIF1/RRM3 DNA helicase-like protein)	PIF1 C15orf20	Homo sapiens (Human)	641
PIF1		Q9Y645	Q9Y645_HUMAN	unreviewed	ATP-dependent DNA helicase (EC 3.6.4.12) (Fragment)	PIF1	Homo sapiens (Human)	374
PKD2		A0A0C5G176	A0A0C5G176_HUMAN	unreviewed	PC-2 mutant (Fragment)	PKD2	Homo sapiens (Human)	71
PKD2		A0A0C5GN91	A0A0C5GN91_HUMAN	unreviewed	PC-2 (Fragment)	PKD2	Homo sapiens (Human)	71
PKD2		B4DFN3	B4DFN3_HUMAN	unreviewed	Polycystin-2 (cDNA FLJ50473, highly similar to Polycystin-2)	PKD2	Homo sapiens (Human)	386
PKD2		O95814	O95814_HUMAN	unreviewed	Polycystic kidney disease 2 related protein (Fragment)	PKD2	Homo sapiens (Human)	665
PKD2		Q13563	PKD2_HUMAN	reviewed	Polycystin-2 (PC2) (Autosomal dominant polycystic kidney disease type II protein) (Polycystic kidney disease 2 protein) (Polycystwin) (R48321) (Transient receptor potential cation channel subfamily P member 2)	PKD2 TRPP2	Homo sapiens (Human)	968
PKD2		Q9BZL6	KPCD2_HUMAN	reviewed	Serine/threonine-protein kinase D2 (EC 2.7.11.13) (nPKC-D2)	PRKD2 PKD2 HSPC187	Homo sapiens (Human)	878
PLEKHG2		C9J7S4	C9J7S4_HUMAN	unreviewed	Pleckstrin homology domain-containing family G member 2 (Fragment)	PLEKHG2	Homo sapiens (Human)	127
PLEKHG2		C9JVL3	C9JVL3_HUMAN	unreviewed	Pleckstrin homology domain-containing family G member 2 (Fragment)	PLEKHG2	Homo sapiens (Human)	198
PLEKHG2		E7ESZ3	E7ESZ3_HUMAN	unreviewed	Pleckstrin homology domain-containing family G member 2	PLEKHG2	Homo sapiens (Human)	1237
PLEKHG2		H7BXC7	H7BXC7_HUMAN	unreviewed	Pleckstrin homology domain-containing family G member 2 (Fragment)	PLEKHG2	Homo sapiens (Human)	1254
PLEKHG2		M0QX05	M0QX05_HUMAN	unreviewed	Pleckstrin homology domain-containing family G member 2 (Fragment)	PLEKHG2	Homo sapiens (Human)	115
PLEKHG2		M0QZT7	M0QZT7_HUMAN	unreviewed	Pleckstrin homology domain-containing family G member 2 (Fragment)	PLEKHG2	Homo sapiens (Human)	153
PLEKHG2		M0R0V0	M0R0V0_HUMAN	unreviewed	Pleckstrin homology domain-containing family G member 2 (Fragment)	PLEKHG2	Homo sapiens (Human)	41
PLEKHG2		M0R348	M0R348_HUMAN	unreviewed	Pleckstrin homology domain-containing family G member 2 (Fragment)	PLEKHG2	Homo sapiens (Human)	84
PLEKHG2		M0R391	M0R391_HUMAN	unreviewed	Pleckstrin homology domain-containing family G member 2 (Fragment)	PLEKHG2	Homo sapiens (Human)	48
PLEKHG2		M0R3G5	M0R3G5_HUMAN	unreviewed	Pleckstrin homology domain-containing family G member 2 (Fragment)	PLEKHG2	Homo sapiens (Human)	95
PLEKHG2		M0R3J0	M0R3J0_HUMAN	unreviewed	Pleckstrin homology domain-containing family G member 2 (Fragment)	PLEKHG2	Homo sapiens (Human)	103
PLEKHG2		Q9H7P9	PKHG2_HUMAN	reviewed	Pleckstrin homology domain-containing family G member 2 (PH domain-containing family G member 2)	PLEKHG2	Homo sapiens (Human)	1386
PLK1		D3DWF3	D3DWF3_HUMAN	unreviewed	Polo-like kinase 1 (Drosophila), isoform CRA_b	PLK1 hCG_23854	Homo sapiens (Human)	363
PLK1		I3L2H5	I3L2H5_HUMAN	unreviewed	Serine/threonine-protein kinase PLK1 (Fragment)	PLK1	Homo sapiens (Human)	105
PLK1		I3L309	I3L309_HUMAN	unreviewed	Serine/threonine-protein kinase PLK1 (Fragment)	PLK1	Homo sapiens (Human)	58
PLK1		I3L387	I3L387_HUMAN	unreviewed	Serine/threonine-protein kinase PLK1	PLK1	Homo sapiens (Human)	173
PLK1		P53350	PLK1_HUMAN	reviewed	Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13)	PLK1 PLK	Homo sapiens (Human)	603
PPP4R2		C9IZ04	C9IZ04_HUMAN	unreviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 2 (Fragment)	PPP4R2	Homo sapiens (Human)	226
PPP4R2		C9IZF4	C9IZF4_HUMAN	unreviewed	HCG14948, isoform CRA_a (Serine/threonine-protein phosphatase 4 regulatory subunit 2)	PPP4R2 hCG_14948	Homo sapiens (Human)	69
PPP4R2		F8WCA1	F8WCA1_HUMAN	unreviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 2	PPP4R2	Homo sapiens (Human)	116
PPP4R2		F8WDK3	F8WDK3_HUMAN	unreviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 2 (Fragment)	PPP4R2	Homo sapiens (Human)	62
PPP4R2		H7C559	H7C559_HUMAN	unreviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 2 (Fragment)	PPP4R2	Homo sapiens (Human)	143
PPP4R2		Q9NY27	PP4R2_HUMAN	reviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 2	PPP4R2 SBBI57	Homo sapiens (Human)	417
PRC1		A0A024RC67	A0A024RC67_HUMAN	unreviewed	Protein regulator of cytokinesis 1, isoform CRA_e	PRC1 hCG_32579	Homo sapiens (Human)	620
PRC1		G3V3N7	G3V3N7_HUMAN	unreviewed	Protein regulator of cytokinesis 1 (Fragment)	PRC1	Homo sapiens (Human)	238
PRC1		H0YL53	H0YL53_HUMAN	unreviewed	Protein regulator of cytokinesis 1 (Fragment)	PRC1	Homo sapiens (Human)	195
PRC1		H0YLA0	H0YLA0_HUMAN	unreviewed	Protein regulator of cytokinesis 1 (Fragment)	PRC1	Homo sapiens (Human)	110
PRC1		H0YM42	H0YM42_HUMAN	unreviewed	Protein regulator of cytokinesis 1 (Fragment)	PRC1	Homo sapiens (Human)	154
PRC1		H0YNE4	H0YNE4_HUMAN	unreviewed	Protein regulator of cytokinesis 1 (Fragment)	PRC1	Homo sapiens (Human)	64
PRC1		H3BSJ8	H3BSJ8_HUMAN	unreviewed	Protein regulator of cytokinesis 1 (Fragment)	PRC1	Homo sapiens (Human)	46
PRC1		O43663	PRC1_HUMAN	reviewed	Protein regulator of cytokinesis 1	PRC1	Homo sapiens (Human)	620
