yourlist:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC10BW	isomap:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC10BW	Entry	Entry name		Protein names	Gene names	Organism	Length
QSOX1		H0Y5Z8	H0Y5Z8_HUMAN	unreviewed	Sulfhydryl oxidase 1 (Fragment)	QSOX1	Homo sapiens (Human)	72
QSOX1		O00391	QSOX1_HUMAN	reviewed	Sulfhydryl oxidase 1 (hQSOX) (EC 1.8.3.2) (Quiescin Q6)	QSOX1 QSCN6 UNQ2520/PRO6013	Homo sapiens (Human)	747
RARS		E5RH09	E5RH09_HUMAN	unreviewed	Arginine--tRNA ligase, cytoplasmic	RARS	Homo sapiens (Human)	113
RARS		E5RI24	E5RI24_HUMAN	unreviewed	Arginine--tRNA ligase, cytoplasmic	RARS	Homo sapiens (Human)	58
RARS		E5RJM9	E5RJM9_HUMAN	unreviewed	Arginine--tRNA ligase, cytoplasmic	RARS	Homo sapiens (Human)	129
RARS		P54136	SYRC_HUMAN	reviewed	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	RARS	Homo sapiens (Human)	660
RBCK1		A6PVJ5	A6PVJ5_HUMAN	unreviewed	RanBP-type and C3HC4-type zinc finger-containing protein 1	RBCK1	Homo sapiens (Human)	63
RBCK1		A6PVJ6	A6PVJ6_HUMAN	unreviewed	RanBP-type and C3HC4-type zinc finger-containing protein 1	RBCK1	Homo sapiens (Human)	105
RBCK1		A6PVJ7	A6PVJ7_HUMAN	unreviewed	RanBP-type and C3HC4-type zinc finger-containing protein 1 (Fragment)	RBCK1	Homo sapiens (Human)	116
RBCK1		A6PVK0	A6PVK0_HUMAN	unreviewed	HCG2019817, isoform CRA_b (RanBP-type and C3HC4-type zinc finger-containing protein 1)	RBCK1 hCG_2019817	Homo sapiens (Human)	340
RBCK1		B4DML5	B4DML5_HUMAN	unreviewed	RanBP-type and C3HC4-type zinc finger-containing protein 1 (cDNA FLJ60704, highly similar to RanBP-type and C3HC4-type zincfinger-containing protein 1)	RBCK1	Homo sapiens (Human)	272
RBCK1		G3XAG9	G3XAG9_HUMAN	unreviewed	HCG2019817, isoform CRA_d (RanBP-type and C3HC4-type zinc finger-containing protein 1)	RBCK1 hCG_2019817	Homo sapiens (Human)	336
RBCK1		H0Y4S7	H0Y4S7_HUMAN	unreviewed	RanBP-type and C3HC4-type zinc finger-containing protein 1 (Fragment)	RBCK1	Homo sapiens (Human)	255
RBCK1		Q5JWR1	Q5JWR1_HUMAN	unreviewed	RanBP-type and C3HC4-type zinc finger-containing protein 1 (Fragment)	RBCK1	Homo sapiens (Human)	117
RBCK1		Q9BYM8	HOIL1_HUMAN	reviewed	RanBP-type and C3HC4-type zinc finger-containing protein 1 (EC 2.3.2.27) (HBV-associated factor 4) (Heme-oxidized IRP2 ubiquitin ligase 1) (HOIL-1) (Hepatitis B virus X-associated protein 4) (RING finger protein 54) (RING-type E3 ubiquitin transferase HOIL-1) (Ubiquitin-conjugating enzyme 7-interacting protein 3)	RBCK1 C20orf18 RNF54 UBCE7IP3 XAP3 XAP4	Homo sapiens (Human)	510
RPE		C9IYE8	C9IYE8_HUMAN	unreviewed	Ribulose-phosphate 3-epimerase	RPE	Homo sapiens (Human)	141
RPE		C9IZU8	C9IZU8_HUMAN	unreviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	RPE	Homo sapiens (Human)	225
RPE		C9J6A7	C9J6A7_HUMAN	unreviewed	Ribulose-phosphate 3-epimerase (Fragment)	RPE	Homo sapiens (Human)	159
RPE		C9J8S0	C9J8S0_HUMAN	unreviewed	Ribulose-phosphate 3-epimerase	RPE	Homo sapiens (Human)	157
RPE		C9J9T0	C9J9T0_HUMAN	unreviewed	Ribulose-5-phosphate-3-epimerase, isoform CRA_a (Ribulose-phosphate 3-epimerase)	RPE hCG_2012337	Homo sapiens (Human)	191
RPE		C9JCL8	C9JCL8_HUMAN	unreviewed	Ribulose-phosphate 3-epimerase (Fragment)	RPE	Homo sapiens (Human)	107
RPE		E7ESZ6	E7ESZ6_HUMAN	unreviewed	Ribulose-phosphate 3-epimerase (Fragment)	RPE	Homo sapiens (Human)	147
RPE		E9PBG9	E9PBG9_HUMAN	unreviewed	Ribulose-phosphate 3-epimerase (Fragment)	RPE	Homo sapiens (Human)	94
RPE		F8WBT4	F8WBT4_HUMAN	unreviewed	Ribulose-phosphate 3-epimerase	RPE	Homo sapiens (Human)	60
RPE		Q96AT9	RPE_HUMAN	reviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Ribulose-5-phosphate-3-epimerase)	RPE HUSSY-17	Homo sapiens (Human)	228
RRAGD		Q9NQL2	RRAGD_HUMAN	reviewed	Ras-related GTP-binding protein D (Rag D) (RagD)	RRAGD	Homo sapiens (Human)	400
SAP30		O75446	SAP30_HUMAN	reviewed	Histone deacetylase complex subunit SAP30 (30 kDa Sin3-associated polypeptide) (Sin3 corepressor complex subunit SAP30) (Sin3-associated polypeptide p30)	SAP30	Homo sapiens (Human)	220
SDC1		E9PHH3	E9PHH3_HUMAN	unreviewed	Syndecan-1	SDC1	Homo sapiens (Human)	169
SDC1		F8WCX9	F8WCX9_HUMAN	unreviewed	Syndecan-1	SDC1	Homo sapiens (Human)	28
SDC1		H7C1K4	H7C1K4_HUMAN	unreviewed	Syndecan-1 (Fragment)	SDC1	Homo sapiens (Human)	215
SDC1		P18827	SDC1_HUMAN	reviewed	Syndecan-1 (SYND1) (CD antigen CD138)	SDC1 SDC	Homo sapiens (Human)	310
SDC2		A0A024R9D1	A0A024R9D1_HUMAN	unreviewed	Syndecan	SDC2 hCG_15745	Homo sapiens (Human)	201
SDC2		E5RHU3	E5RHU3_HUMAN	unreviewed	Syndecan-2 (Fragment)	SDC2	Homo sapiens (Human)	145
SDC2		E5RJB8	E5RJB8_HUMAN	unreviewed	Syndecan-2 (Fragment)	SDC2	Homo sapiens (Human)	137
SDC2		E7ESK6	E7ESK6_HUMAN	unreviewed	Syndecan	SDC2	Homo sapiens (Human)	165
SDC2		E9PBI9	E9PBI9_HUMAN	unreviewed	Syndecan	SDC2	Homo sapiens (Human)	172
SDC2		P34741	SDC2_HUMAN	reviewed	Syndecan-2 (SYND2) (Fibroglycan) (Heparan sulfate proteoglycan core protein) (HSPG) (CD antigen CD362)	SDC2 HSPG1	Homo sapiens (Human)	201
SDC3		A0A0S2Z4U3	A0A0S2Z4U3_HUMAN	unreviewed	Syndecan (Fragment)	SDC3	Homo sapiens (Human)	370
SDC3		D3DPN2	D3DPN2_HUMAN	unreviewed	Syndecan	SDC3 hCG_15913	Homo sapiens (Human)	384
SDC3		L8E9N4	L8E9N4_HUMAN	unreviewed	Alternative protein SDC3	SDC3	Homo sapiens (Human)	158
SDC3		O75056	SDC3_HUMAN	reviewed	Syndecan-3 (SYND3)	SDC3 KIAA0468	Homo sapiens (Human)	442
SDHC		A0A087WZU7	A0A087WZU7_HUMAN	unreviewed	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Fragment)	SDHC	Homo sapiens (Human)	32
SDHC		A0A0S2Z4B0	A0A0S2Z4B0_HUMAN	unreviewed	Succinate dehydrogenase complex subunit C integral membrane protein 15kDa isoform 4 (Fragment)	SDHC	Homo sapiens (Human)	95
SDHC		A0A0S2Z4B6	A0A0S2Z4B6_HUMAN	unreviewed	Succinate dehydrogenase complex subunit C integral membrane protein 15kDa isoform 3 (Fragment)	SDHC	Homo sapiens (Human)	114
SDHC		A0A0S2Z4B7	A0A0S2Z4B7_HUMAN	unreviewed	Succinate dehydrogenase complex subunit C integral membrane protein 15kDa isoform 1 (Fragment)	SDHC	Homo sapiens (Human)	169
SDHC		A0A0S2Z4C9	A0A0S2Z4C9_HUMAN	unreviewed	Succinate dehydrogenase complex subunit C integral membrane protein 15kDa isoform 2 (Fragment)	SDHC	Homo sapiens (Human)	116
SDHC		D3DVH1	D3DVH1_HUMAN	unreviewed	Succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa, isoform CRA_a	SDHC hCG_1995943	Homo sapiens (Human)	105
SDHC		D6RBX6	D6RBX6_HUMAN	unreviewed	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	SDHC	Homo sapiens (Human)	67
SDHC		Q6IAQ2	Q6IAQ2_HUMAN	unreviewed	SDHC protein	SDHC	Homo sapiens (Human)	169
SDHC		Q99643	C560_HUMAN	reviewed	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Integral membrane protein CII-3) (QPs-1) (QPs1) (Succinate dehydrogenase complex subunit C) (Succinate-ubiquinone oxidoreductase cytochrome B large subunit) (CYBL)	SDHC CYB560 SDH3	Homo sapiens (Human)	169
SLC16A3		A0A024R8U1	A0A024R8U1_HUMAN	unreviewed	Solute carrier family 16 (Monocarboxylic acid transporters), member 3, isoform CRA_a	SLC16A3 hCG_18805	Homo sapiens (Human)	465
SLC16A3		J3KT83	J3KT83_HUMAN	unreviewed	Monocarboxylate transporter 4 (Fragment)	SLC16A3	Homo sapiens (Human)	219
SLC16A3		J3KTI8	J3KTI8_HUMAN	unreviewed	Monocarboxylate transporter 4 (Fragment)	SLC16A3	Homo sapiens (Human)	306
SLC16A3		J3KTM6	J3KTM6_HUMAN	unreviewed	Monocarboxylate transporter 4 (Fragment)	SLC16A3	Homo sapiens (Human)	157
SLC16A3		J3QLE3	J3QLE3_HUMAN	unreviewed	Monocarboxylate transporter 4 (Fragment)	SLC16A3	Homo sapiens (Human)	135
SLC16A3		J3QQS9	J3QQS9_HUMAN	unreviewed	Monocarboxylate transporter 4 (Fragment)	SLC16A3	Homo sapiens (Human)	235
SLC16A3		J3QQV2	J3QQV2_HUMAN	unreviewed	Monocarboxylate transporter 4 (Fragment)	SLC16A3	Homo sapiens (Human)	263
SLC16A3		J3QRA0	J3QRA0_HUMAN	unreviewed	Monocarboxylate transporter 4 (Fragment)	SLC16A3	Homo sapiens (Human)	223
SLC16A3		J3QRP8	J3QRP8_HUMAN	unreviewed	Monocarboxylate transporter 4 (Fragment)	SLC16A3	Homo sapiens (Human)	79
SLC16A3		J3QRU2	J3QRU2_HUMAN	unreviewed	Monocarboxylate transporter 4 (Fragment)	SLC16A3	Homo sapiens (Human)	163
SLC16A3		J3QSC3	J3QSC3_HUMAN	unreviewed	Monocarboxylate transporter 4 (Fragment)	SLC16A3	Homo sapiens (Human)	291
SLC16A3		O15427	MOT4_HUMAN	reviewed	Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3)	SLC16A3 MCT4	Homo sapiens (Human)	465
SLC25A10		A0A0S2Z382	A0A0S2Z382_HUMAN	unreviewed	Solute carrier family 25 member 10 isoform 2 (Fragment)	SLC25A10	Homo sapiens (Human)	287
SLC25A10		A0A0S2Z3G3	A0A0S2Z3G3_HUMAN	unreviewed	Solute carrier family 25 (Mitochondrial carrier dicarboxylate transporter), member 10, isoform CRA_a (Solute carrier family 25 member 10 isoform 1) (Fragment)	SLC25A10 hCG_37927	Homo sapiens (Human)	296
SLC25A10		A0A0S2Z3I3	A0A0S2Z3I3_HUMAN	unreviewed	Solute carrier family 25 member 10 isoform 3 (Fragment)	SLC25A10	Homo sapiens (Human)	259
SLC25A10		F6RGN5	F6RGN5_HUMAN	unreviewed	Mitochondrial dicarboxylate carrier	SLC25A10	Homo sapiens (Human)	406
SLC25A10		I3L1E8	I3L1E8_HUMAN	unreviewed	Mitochondrial dicarboxylate carrier (Fragment)	SLC25A10	Homo sapiens (Human)	113
SLC25A10		I3L3N9	I3L3N9_HUMAN	unreviewed	Mitochondrial dicarboxylate carrier	SLC25A10	Homo sapiens (Human)	39
SLC25A10		Q9UBX3	DIC_HUMAN	reviewed	Mitochondrial dicarboxylate carrier (Solute carrier family 25 member 10)	SLC25A10 DIC	Homo sapiens (Human)	287
SLC25A13		Q75KX8	Q75KX8_HUMAN	unreviewed	Putative uncharacterized protein SLC25A13 (Fragment)	SLC25A13	Homo sapiens (Human)	288
SLC25A13		Q75M55	Q75M55_HUMAN	unreviewed	Putative uncharacterized protein SLC25A13 (Fragment)	SLC25A13	Homo sapiens (Human)	18
SLC25A13		Q9UJS0	CMC2_HUMAN	reviewed	Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)	SLC25A13 ARALAR2	Homo sapiens (Human)	675
SLC25A13		R4GN64	R4GN64_HUMAN	unreviewed	Calcium-binding mitochondrial carrier protein Aralar2	SLC25A13	Homo sapiens (Human)	73
SLC35A3		A0A1C7CYW3	A0A1C7CYW3_HUMAN	unreviewed	UDP-N-acetylglucosamine transporter (Fragment)	SLC35A3	Homo sapiens (Human)	50
SLC35A3		E9PPQ9	E9PPQ9_HUMAN	unreviewed	UDP-N-acetylglucosamine transporter	SLC35A3	Homo sapiens (Human)	61
SLC35A3		Q9Y2D2	S35A3_HUMAN	reviewed	UDP-N-acetylglucosamine transporter (Golgi UDP-GlcNAc transporter) (Solute carrier family 35 member A3)	SLC35A3	Homo sapiens (Human)	325
SLC37A4		A0A024R3F7	A0A024R3F7_HUMAN	unreviewed	Solute carrier family 37 (Glycerol-6-phosphate transporter), member 4, isoform CRA_c	SLC37A4 hCG_38437	Homo sapiens (Human)	371
SLC37A4		A0A024R3H9	A0A024R3H9_HUMAN	unreviewed	Solute carrier family 37 (Glycerol-6-phosphate transporter), member 4, isoform CRA_a	SLC37A4 hCG_38437	Homo sapiens (Human)	429
SLC37A4		A0A024R3L1	A0A024R3L1_HUMAN	unreviewed	Solute carrier family 37 (Glycerol-6-phosphate transporter), member 4, isoform CRA_b	SLC37A4 hCG_38437	Homo sapiens (Human)	451
SLC37A4		O43826	G6PT1_HUMAN	reviewed	Glucose-6-phosphate exchanger SLC37A4 (Glucose-5-phosphate transporter) (Glucose-6-phosphate translocase) (Solute carrier family 37 member 4) (Transformation-related gene 19 protein) (TRG-19)	SLC37A4 G6PT G6PT1 PRO0685 TRG19	Homo sapiens (Human)	429
SLC37A4		Q6IBR9	Q6IBR9_HUMAN	unreviewed	SLC37A4 protein	SLC37A4	Homo sapiens (Human)	429
SLC37A4		U3KPU7	U3KPU7_HUMAN	unreviewed	Glucose-6-phosphate exchanger SLC37A4	SLC37A4	Homo sapiens (Human)	429
SLC37A4		U3KQL4	U3KQL4_HUMAN	unreviewed	Glucose-6-phosphate exchanger SLC37A4	SLC37A4	Homo sapiens (Human)	356
SLC37A4		U3KQS2	U3KQS2_HUMAN	unreviewed	Glucose-6-phosphate exchanger SLC37A4	SLC37A4	Homo sapiens (Human)	451
SOD1		A1YYW4	A1YYW4_HUMAN	unreviewed	Superoxide dismutase 1 (Fragment)	SOD1	Homo sapiens (Human)	36
SOD1		H7BYH4	H7BYH4_HUMAN	unreviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	SOD1	Homo sapiens (Human)	135
SOD1		L8E9E6	L8E9E6_HUMAN	unreviewed	Alternative protein SOD1	SOD1	Homo sapiens (Human)	44
SOD1		P00441	SODC_HUMAN	reviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1)	SOD1	Homo sapiens (Human)	154
SOD1		X5CHU1	X5CHU1_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	35
SOD1		X5CN18	X5CN18_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	35
SOD1		X5CQ60	X5CQ60_HUMAN	unreviewed	Truncated superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	10
SOD1		X5D3F9	X5D3F9_HUMAN	unreviewed	Truncated superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	8
SOD1		X5D3G4	X5D3G4_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	32
SOD1		X5D5A9	X5D5A9_HUMAN	unreviewed	Superoxide dismutase (EC 1.15.1.1) (Fragment)	SOD1	Homo sapiens (Human)	39
SOX9		A0A0U4U3E8	A0A0U4U3E8_HUMAN	unreviewed	SRY (Sex determining region Y)-box9 (Fragment)	SOX9	Homo sapiens (Human)	159
SOX9		A0A0U4YWA5	A0A0U4YWA5_HUMAN	unreviewed	SRY (Sex determining region Y)-box9 (Fragment)	SOX9	Homo sapiens (Human)	65
SOX9		P48436	SOX9_HUMAN	reviewed	Transcription factor SOX-9	SOX9	Homo sapiens (Human)	509
SOX9		S6CBB2	S6CBB2_HUMAN	unreviewed	Transcription factor (Fragment)	SOX9	Homo sapiens (Human)	239
SOX9		U5XJY7	U5XJY7_HUMAN	unreviewed	SRY-box 9 (Fragment)	SOX9	Homo sapiens (Human)	144
SOX9		U5XJZ1	U5XJZ1_HUMAN	unreviewed	SRY-box 9 (Fragment)	SOX9	Homo sapiens (Human)	143
SOX9		U5XJZ4	U5XJZ4_HUMAN	unreviewed	SRY-box 9 (Fragment)	SOX9	Homo sapiens (Human)	84
SOX9		U5XK44	U5XK44_HUMAN	unreviewed	SRY-box 9 (Fragment)	SOX9	Homo sapiens (Human)	144
SOX9		U5XK50	U5XK50_HUMAN	unreviewed	SRY-box 9 (Fragment)	SOX9	Homo sapiens (Human)	143
SOX9		U5XKW5	U5XKW5_HUMAN	unreviewed	SRY-box 9 (Fragment)	SOX9	Homo sapiens (Human)	146
SOX9		U5XKW9	U5XKW9_HUMAN	unreviewed	SRY-box 9 (Fragment)	SOX9	Homo sapiens (Human)	145
SOX9		U5XMM4	U5XMM4_HUMAN	unreviewed	SRY-box 9 (Fragment)	SOX9	Homo sapiens (Human)	144
SOX9		U5XN63	U5XN63_HUMAN	unreviewed	SRY-box 9 (Fragment)	SOX9	Homo sapiens (Human)	140
SOX9		U5XN67	U5XN67_HUMAN	unreviewed	SRY-box 9 (Fragment)	SOX9	Homo sapiens (Human)	143
SPAG4		C9JJZ6	C9JJZ6_HUMAN	unreviewed	Sperm-associated antigen 4 protein (Fragment)	SPAG4	Homo sapiens (Human)	214
SPAG4		Q5JX49	Q5JX49_HUMAN	unreviewed	Sperm-associated antigen 4 protein (Fragment)	SPAG4	Homo sapiens (Human)	141
SPAG4		Q9NPE6	SPAG4_HUMAN	reviewed	Sperm-associated antigen 4 protein (Outer dense fiber-associated protein SPAG4) (SUN domain-containing protein 4)	SPAG4 SUN4	Homo sapiens (Human)	437
SRD5A3		H0Y9P9	H0Y9P9_HUMAN	unreviewed	Polyprenol reductase (Fragment)	SRD5A3	Homo sapiens (Human)	182
SRD5A3		Q9H8P0	PORED_HUMAN	reviewed	Polyprenol reductase (EC 1.3.1.94) (3-oxo-5-alpha-steroid 4-dehydrogenase 3) (EC 1.3.1.22) (Steroid 5-alpha-reductase 2-like) (Steroid 5-alpha-reductase 3) (S5AR 3) (SR type 3)	SRD5A3 SRD5A2L	Homo sapiens (Human)	318
STC1		A0A0H3W617	A0A0H3W617_HUMAN	unreviewed	Stanniocalcin 1	stc1	Homo sapiens (Human)	178
STC1		A0A0H3W641	A0A0H3W641_HUMAN	unreviewed	Stanniocalcin 1	stc1	Homo sapiens (Human)	178
STC1		P52823	STC1_HUMAN	reviewed	Stanniocalcin-1 (STC-1)	STC1 STC	Homo sapiens (Human)	247
STC2		E5RG57	E5RG57_HUMAN	unreviewed	Stanniocalcin-2 (Fragment)	STC2	Homo sapiens (Human)	53
STC2		H0YB13	H0YB13_HUMAN	unreviewed	Stanniocalcin-2 (Fragment)	STC2	Homo sapiens (Human)	123
STC2		O76061	STC2_HUMAN	reviewed	Stanniocalcin-2 (STC-2) (Stanniocalcin-related protein) (STC-related protein) (STCRP)	STC2	Homo sapiens (Human)	302
STC2		Q6FHC9	Q6FHC9_HUMAN	unreviewed	STC2 protein (Stanniocalcin 2, isoform CRA_a) (cDNA FLJ14757 fis, clone NT2RP3003242, highly similar to Stanniocalcin-2) (cDNA FLJ38572 fis, clone HCHON2006786, highly similar to Stanniocalcin-2) (cDNA PSEC0097 fis, clone NT2RP2002139, highly similar to Stanniocalcin-2) (Fragment)	STC2 hCG_40281	Homo sapiens (Human)	302
STMN1		A2A2D0	A2A2D0_HUMAN	unreviewed	Stathmin (Fragment)	STMN1	Homo sapiens (Human)	85
STMN1		B5BU83	B5BU83_HUMAN	unreviewed	Stathmin	STMN1	Homo sapiens (Human)	149
STMN1		P16949	STMN1_HUMAN	reviewed	Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17)	STMN1 C1orf215 LAP18 OP18	Homo sapiens (Human)	149
STMN1		Q96CE4	Q96CE4_HUMAN	unreviewed	Stathmin	STMN1	Homo sapiens (Human)	149
TALDO1		B4DID5	B4DID5_HUMAN	unreviewed	Transaldolase 1, isoform CRA_c (cDNA FLJ57988, highly similar to Transaldolase (EC 2.2.1.2))	TALDO1 hCG_18330	Homo sapiens (Human)	154
TALDO1		E9PKI8	E9PKI8_HUMAN	unreviewed	Transaldolase	TALDO1	Homo sapiens (Human)	93
TALDO1		E9PM01	E9PM01_HUMAN	unreviewed	Transaldolase	TALDO1	Homo sapiens (Human)	50
TALDO1		F2Z393	F2Z393_HUMAN	unreviewed	Transaldolase (EC 2.2.1.2)	TALDO1	Homo sapiens (Human)	318
TALDO1		P37837	TALDO_HUMAN	reviewed	Transaldolase (EC 2.2.1.2)	TALDO1 TAL TALDO TALDOR	Homo sapiens (Human)	337
TFF3		A0A0A6YYJ4	A0A0A6YYJ4_HUMAN	unreviewed	Trefoil factor 3	TFF3	Homo sapiens (Human)	94
TFF3		H7BYT0	H7BYT0_HUMAN	unreviewed	Trefoil factor 3 (Fragment)	TFF3	Homo sapiens (Human)	125
TFF3		Q07654	TFF3_HUMAN	reviewed	Trefoil factor 3 (Intestinal trefoil factor) (hITF) (Polypeptide P1.B) (hP1.B)	TFF3 ITF TFI	Homo sapiens (Human)	80
TFF3		X6R3S7	X6R3S7_HUMAN	unreviewed	Trefoil factor 3	TFF3	Homo sapiens (Human)	74
TGFA		E7EPT6	E7EPT6_HUMAN	unreviewed	Protransforming growth factor alpha	TGFA	Homo sapiens (Human)	165
TGFA		F8VNR3	F8VNR3_HUMAN	unreviewed	Protransforming growth factor alpha	TGFA	Homo sapiens (Human)	166
TGFA		F8WA74	F8WA74_HUMAN	unreviewed	Protransforming growth factor alpha (Fragment)	TGFA	Homo sapiens (Human)	120
TGFA		H0Y6S5	H0Y6S5_HUMAN	unreviewed	Protransforming growth factor alpha (Fragment)	TGFA	Homo sapiens (Human)	131
TGFA		P01135	TGFA_HUMAN	reviewed	Protransforming growth factor alpha [Cleaved into: Transforming growth factor alpha (TGF-alpha) (EGF-like TGF) (ETGF) (TGF type 1)]	TGFA	Homo sapiens (Human)	160
TGFA		Q15578	Q15578_HUMAN	unreviewed	Transforming growth factor alpha (Transforming growth factor, alpha, isoform CRA_d) (Fragment)	TGFA hCG_40573	Homo sapiens (Human)	54
TGFA		Q9UE87	Q9UE87_HUMAN	unreviewed	Transforming growth factor alpha (Fragment)	TGFA	Homo sapiens (Human)	13
TGFA		Q9UQ91	Q9UQ91_HUMAN	unreviewed	Transforming growth factor alpha (Fragment)	TGFA	Homo sapiens (Human)	86
TGFBI		A0A0S2Z4K6	A0A0S2Z4K6_HUMAN	unreviewed	Transforming growth factor beta-induced 68kDa isoform 2 (Fragment)	TGFBI	Homo sapiens (Human)	521
TGFBI		A0A0S2Z4Q2	A0A0S2Z4Q2_HUMAN	unreviewed	Transforming growth factor beta-induced 68kDa isoform 1 (Fragment)	TGFBI	Homo sapiens (Human)	683
TGFBI		C7FFS5	C7FFS5_HUMAN	unreviewed	Transforming growth factor beta (Fragment)	TGFBI	Homo sapiens (Human)	43
TGFBI		D6RBX4	D6RBX4_HUMAN	unreviewed	Transforming growth factor-beta-induced protein ig-h3	TGFBI	Homo sapiens (Human)	65
TGFBI		H0Y8L3	H0Y8L3_HUMAN	unreviewed	Transforming growth factor-beta-induced protein ig-h3 (Fragment)	TGFBI	Homo sapiens (Human)	366
TGFBI		H0Y8M8	H0Y8M8_HUMAN	unreviewed	Transforming growth factor-beta-induced protein ig-h3 (Fragment)	TGFBI	Homo sapiens (Human)	128
TGFBI		H0Y9D7	H0Y9D7_HUMAN	unreviewed	Transforming growth factor-beta-induced protein ig-h3 (Fragment)	TGFBI	Homo sapiens (Human)	194
TGFBI		H0YAB8	H0YAB8_HUMAN	unreviewed	Transforming growth factor-beta-induced protein ig-h3 (Fragment)	TGFBI	Homo sapiens (Human)	59
TGFBI		H0YAH8	H0YAH8_HUMAN	unreviewed	Transforming growth factor-beta-induced protein ig-h3 (Fragment)	TGFBI	Homo sapiens (Human)	78
TGFBI		Q15582	BGH3_HUMAN	reviewed	Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)	TGFBI BIGH3	Homo sapiens (Human)	683
TGFBI		S4R3C6	S4R3C6_HUMAN	unreviewed	Transforming growth factor-beta-induced protein ig-h3 (Fragment)	TGFBI	Homo sapiens (Human)	219
TKTL1		A2ID95	A2ID95_HUMAN	unreviewed	Transketolase-like 1 (Transketolase-like protein 1) (Fragment)	TKTL1 LL0XNC01-14B7.1-005	Homo sapiens (Human)	197
TKTL1		A2ID96	A2ID96_HUMAN	unreviewed	Transketolase-like 1 (Fragment)	TKTL1 LL0XNC01-14B7.1-006	Homo sapiens (Human)	174
TKTL1		F8WF97	F8WF97_HUMAN	unreviewed	Transketolase-like protein 1	TKTL1	Homo sapiens (Human)	127
TKTL1		H0Y808	H0Y808_HUMAN	unreviewed	Transketolase-like protein 1 (Fragment)	TKTL1	Homo sapiens (Human)	175
TKTL1		P51854	TKTL1_HUMAN	reviewed	Transketolase-like protein 1 (EC 2.2.1.1) (Transketolase 2) (TK 2) (Transketolase-related protein)	TKTL1 TKR TKT2	Homo sapiens (Human)	596
TPBG		Q13641	TPBG_HUMAN	reviewed	Trophoblast glycoprotein (5T4 oncofetal antigen) (5T4 oncofetal trophoblast glycoprotein) (5T4 oncotrophoblast glycoprotein) (M6P1) (Wnt-activated inhibitory factor 1) (WAIF1)	TPBG 5T4	Homo sapiens (Human)	420
TPI1		P60174	TPIS_HUMAN	reviewed	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	TPI1 TPI	Homo sapiens (Human)	286
TPI1		U3KPS5	U3KPS5_HUMAN	unreviewed	Triosephosphate isomerase (EC 5.3.1.1) (Fragment)	TPI1	Homo sapiens (Human)	38
TPI1		U3KPZ0	U3KPZ0_HUMAN	unreviewed	Triosephosphate isomerase (EC 5.3.1.1) (Fragment)	TPI1	Homo sapiens (Human)	113
TPI1		U3KQF3	U3KQF3_HUMAN	unreviewed	Triosephosphate isomerase (EC 5.3.1.1) (Fragment)	TPI1	Homo sapiens (Human)	98
TPST1		A0A024RDK9	A0A024RDK9_HUMAN	unreviewed	Tyrosylprotein sulfotransferase 1, isoform CRA_a	TPST1 hCG_39437	Homo sapiens (Human)	370
TPST1		C9J3I4	C9J3I4_HUMAN	unreviewed	Protein-tyrosine sulfotransferase 1 (Fragment)	TPST1	Homo sapiens (Human)	140
TPST1		C9K0F3	C9K0F3_HUMAN	unreviewed	Protein-tyrosine sulfotransferase 1 (Fragment)	TPST1	Homo sapiens (Human)	41
TPST1		O60507	TPST1_HUMAN	reviewed	Protein-tyrosine sulfotransferase 1 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 1) (TPST-1)	TPST1	Homo sapiens (Human)	370
